Name,Brand,Description,Notes,Image URL,Wood,Fire,Earth,Metal,Water,Gender,Top,Middle,Base,Female_Score,Male_Score,key,matched_keywords,all_text
opium-1977,yves-saint-laurent,"warm spicy, amber","cloves, pepper, coriander, west indian bay, plum, jasmine, mandarin orange, citruses, bergamot, carnation, cinnamon, sandalwood, patchouli, orris root, rose, peach, lily-of-the-valley, incense, myrrh, sandalwood, tolu balsam, amber, opoponax, benzoin, labdanum, vanilla, musk, castoreum, cedar, vetiver, coconut",https://www.fragrantica.com/perfume/yves-saint-laurent/opium-1977-93.html,0.1765,0.3529,0.2941,0.1765,0.0,women,"cloves, pepper, coriander, west indian bay, plum, jasmine, mandarin orange, citruses, bergamot","carnation, cinnamon, sandalwood, patchouli, orris root, rose, peach, lily-of-the-valley","incense, myrrh, sandalwood, tolu balsam, amber, opoponax, benzoin, labdanum, vanilla, musk, castoreum, cedar, vetiver, coconut",0.67,0.33,yves saint laurent|opium 1977|women,"cloves, pepper, coriander, west indian bay, plum, jasmine, mandarin orange, citruses, bergamot carnation, cinnamon, sandalwood, patchouli, orris root, rose, peach, lily-of-the-valley incense, myrrh, sandalwood, tolu balsam, amber, opoponax, benzoin, labdanum, vanilla, musk, castoreum, cedar, vetiver, coconut","opium-1977 yves-saint-laurent cloves, pepper, coriander, west indian bay, plum, jasmine, mandarin orange, citruses, bergamot, carnation, cinnamon, sandalwood, patchouli, orris root, rose, peach, lily-of-the-valley, incense, myrrh, sandalwood, tolu balsam, amber, opoponax, benzoin, labdanum, vanilla, musk, castoreum, cedar, vetiver, coconut cloves, pepper, coriander, west indian bay, plum, jasmine, mandarin orange, citruses, bergamot carnation, cinnamon, sandalwood, patchouli, orris root, rose, peach, lily-of-the-valley incense, myrrh, sandalwood, tolu balsam, amber, opoponax, benzoin, labdanum, vanilla, musk, castoreum, cedar, vetiver, coconut"
nu,yves-saint-laurent,"warm spicy, fresh spicy","cardamom, bergamot, black pepper, incense, orchid, jasmine, sandalwood, vetiver, musk, frankincense",https://www.fragrantica.com/perfume/yves-saint-laurent/nu-95.html,0.1429,0.4286,0.2857,0.1429,0.0,women,"cardamom, bergamot","black pepper, incense, orchid, jasmine","sandalwood, vetiver, musk, frankincense",0.6,0.4,yves saint laurent|nu|women,"cardamom, bergamot black pepper, incense, orchid, jasmine sandalwood, vetiver, musk, frankincense","nu yves-saint-laurent cardamom, bergamot, black pepper, incense, orchid, jasmine, sandalwood, vetiver, musk, frankincense cardamom, bergamot black pepper, incense, orchid, jasmine sandalwood, vetiver, musk, frankincense"
myslf-eau-de-parfum,yves-saint-laurent,"citrus, white floral","calabrian bergamot, bergamot, tunisian orange blossom, ambrofix™, patchouli",https://www.fragrantica.com/perfume/yves-saint-laurent/myslf-eau-de-parfum-84094.html,0.25,0.5,0.25,0.0,0.0,men,"calabrian bergamot, bergamot",tunisian orange blossom,"ambrofix™, patchouli",0.17,0.83,yves saint laurent|myslf eau de parfum|men,"calabrian bergamot, bergamot tunisian orange blossom ambrofix™, patchouli","myslf-eau-de-parfum yves-saint-laurent calabrian bergamot, bergamot, tunisian orange blossom, ambrofix™, patchouli calabrian bergamot, bergamot tunisian orange blossom ambrofix™, patchouli"
mon-paris,yves-saint-laurent,"fruity, sweet","strawberry, raspberry, pear, orange, tangerine, calabrian bergamot, calone, peony, jasmine sambac, chinese jasmine, datura, orange blossom, indonesian patchouli leaf, patchouli, white musk, vanila, ambroxan, moss, cedar",https://www.fragrantica.com/perfume/yves-saint-laurent/mon-paris-38914.html,0.375,0.25,0.25,0.125,0.0,women,"strawberry, raspberry, pear, orange, tangerine, calabrian bergamot, calone","peony, jasmine sambac, chinese jasmine, datura, orange blossom","indonesian patchouli leaf, patchouli, white musk, vanila, ambroxan, moss, cedar",1.0,0.0,yves saint laurent|mon paris|women,"strawberry, raspberry, pear, orange, tangerine, calabrian bergamot, calone peony, jasmine sambac, chinese jasmine, datura, orange blossom indonesian patchouli leaf, patchouli, white musk, vanila, ambroxan, moss, cedar","mon-paris yves-saint-laurent strawberry, raspberry, pear, orange, tangerine, calabrian bergamot, calone, peony, jasmine sambac, chinese jasmine, datura, orange blossom, indonesian patchouli leaf, patchouli, white musk, vanila, ambroxan, moss, cedar strawberry, raspberry, pear, orange, tangerine, calabrian bergamot, calone peony, jasmine sambac, chinese jasmine, datura, orange blossom indonesian patchouli leaf, patchouli, white musk, vanila, ambroxan, moss, cedar"
manifesto-l-elixir,yves-saint-laurent,"vanilla, powdery","bergamot, mandarin orange, heliotrope, jasmine sambac, tuberose, vanilla, cashmere wood, ambroxan",https://www.fragrantica.com/perfume/yves-saint-laurent/manifesto-l-elixir-18785.html,0.0,0.4,0.2,0.4,0.0,women,"bergamot, mandarin orange","heliotrope, jasmine sambac, tuberose","vanilla, cashmere wood, ambroxan",0.9,0.1,yves saint laurent|manifesto l elixir|women,"bergamot, mandarin orange heliotrope, jasmine sambac, tuberose vanilla, cashmere wood, ambroxan","manifesto-l-elixir yves-saint-laurent bergamot, mandarin orange, heliotrope, jasmine sambac, tuberose, vanilla, cashmere wood, ambroxan bergamot, mandarin orange heliotrope, jasmine sambac, tuberose vanilla, cashmere wood, ambroxan"
manifesto,yves-saint-laurent,"vanilla, woody","black currant, bergamot, green notes, jasmine sambac, lily-of-the-valley, vanilla, tonka bean, sandalwood, cedar",https://www.fragrantica.com/perfume/yves-saint-laurent/manifesto-15540.html,0.2857,0.1429,0.2857,0.2857,0.0,women,"black currant, bergamot, green notes","jasmine sambac, lily-of-the-valley","vanilla, tonka bean, sandalwood, cedar",0.88,0.12,yves saint laurent|manifesto|women,"black currant, bergamot, green notes jasmine sambac, lily-of-the-valley vanilla, tonka bean, sandalwood, cedar","manifesto yves-saint-laurent black currant, bergamot, green notes, jasmine sambac, lily-of-the-valley, vanilla, tonka bean, sandalwood, cedar black currant, bergamot, green notes jasmine sambac, lily-of-the-valley vanilla, tonka bean, sandalwood, cedar"
m7,yves-saint-laurent,"oud, amber","rosemary, mandarin orange, bergamot, agarwood (oud), vetiver, amber, musk",https://www.fragrantica.com/perfume/yves-saint-laurent/m7-1031.html,0.1667,0.3333,0.3333,0.1667,0.0,men,"rosemary, mandarin orange, bergamot","agarwood (oud), vetiver","amber, musk",0.12,0.88,yves saint laurent|m7|men,"rosemary, mandarin orange, bergamot agarwood (oud), vetiver amber, musk","m7 yves-saint-laurent rosemary, mandarin orange, bergamot, agarwood (oud), vetiver, amber, musk rosemary, mandarin orange, bergamot agarwood (oud), vetiver amber, musk"
libre-le-parfum,yves-saint-laurent,"vanilla, sweet","ginger, saffron, mandarin orange, bergamot, orange blossom, lavender, bourbon vanilla, honey, tonka bean, vetiver",https://www.fragrantica.com/perfume/yves-saint-laurent/libre-le-parfum-75676.html,0.1667,0.5,0.3333,0.0,0.0,women,"ginger, saffron, mandarin orange, bergamot","orange blossom, lavender","bourbon vanilla, honey, tonka bean, vetiver",0.88,0.12,yves saint laurent|libre le parfum|women,"ginger, saffron, mandarin orange, bergamot orange blossom, lavender bourbon vanilla, honey, tonka bean, vetiver","libre-le-parfum yves-saint-laurent ginger, saffron, mandarin orange, bergamot, orange blossom, lavender, bourbon vanilla, honey, tonka bean, vetiver ginger, saffron, mandarin orange, bergamot orange blossom, lavender bourbon vanilla, honey, tonka bean, vetiver"
libre-intense,yves-saint-laurent,"vanilla, white floral","lavender, mandarin orange, bergamot, lavender, tunisian orange blossom, jasmine sambac, orchid, madagascar vanilla, tonka bean, ambergris, vetiver",https://www.fragrantica.com/perfume/yves-saint-laurent/libre-intense-62318.html,0.1667,0.3333,0.3333,0.1667,0.0,women,"lavender, mandarin orange, bergamot","lavender, tunisian orange blossom, jasmine sambac, orchid","madagascar vanilla, tonka bean, ambergris, vetiver",0.89,0.11,yves saint laurent|libre intense|women,"lavender, mandarin orange, bergamot lavender, tunisian orange blossom, jasmine sambac, orchid madagascar vanilla, tonka bean, ambergris, vetiver","libre-intense yves-saint-laurent lavender, mandarin orange, bergamot, lavender, tunisian orange blossom, jasmine sambac, orchid, madagascar vanilla, tonka bean, ambergris, vetiver lavender, mandarin orange, bergamot lavender, tunisian orange blossom, jasmine sambac, orchid madagascar vanilla, tonka bean, ambergris, vetiver"
libre-eau-de-toilette,yves-saint-laurent,"white floral, citrus","lavender, bergamot, mandarin orange, orange blossom, jasmine tea, jasmine, musk, vanilla, ambergris",https://www.fragrantica.com/perfume/yves-saint-laurent/libre-eau-de-toilette-65936.html,0.0,0.3333,0.5,0.1667,0.0,women,"lavender, bergamot, mandarin orange","orange blossom, jasmine tea, jasmine","musk, vanilla, ambergris",1.0,0.0,yves saint laurent|libre eau de toilette|women,"lavender, bergamot, mandarin orange orange blossom, jasmine tea, jasmine musk, vanilla, ambergris","libre-eau-de-toilette yves-saint-laurent lavender, bergamot, mandarin orange, orange blossom, jasmine tea, jasmine, musk, vanilla, ambergris lavender, bergamot, mandarin orange orange blossom, jasmine tea, jasmine musk, vanilla, ambergris"
libre,yves-saint-laurent,"white floral, citrus","lavender, mandarin orange, black currant, petitgrain, lavender, orange blossom, jasmine, madagascar vanilla, musk, cedar, ambergris",https://www.fragrantica.com/perfume/yves-saint-laurent/libre-56077.html,0.1429,0.1429,0.4286,0.1429,0.1429,women,"lavender, mandarin orange, black currant, petitgrain","lavender, orange blossom, jasmine","madagascar vanilla, musk, cedar, ambergris",1.0,0.0,yves saint laurent|libre|women,"lavender, mandarin orange, black currant, petitgrain lavender, orange blossom, jasmine madagascar vanilla, musk, cedar, ambergris","libre yves-saint-laurent lavender, mandarin orange, black currant, petitgrain, lavender, orange blossom, jasmine, madagascar vanilla, musk, cedar, ambergris lavender, mandarin orange, black currant, petitgrain lavender, orange blossom, jasmine madagascar vanilla, musk, cedar, ambergris"
la-nuit-de-l-homme-le-parfum,yves-saint-laurent,"fresh spicy, fruity","pepper, anise, bergamot, fruity notes, lavender, french labdanum, vanille, patchouli, vetyver",https://www.fragrantica.com/perfume/yves-saint-laurent/la-nuit-de-l-homme-le-parfum-10206.html,0.25,0.5,0.25,0.0,0.0,men,"pepper, anise, bergamot","fruity notes, lavender, french labdanum","vanille, patchouli, vetyver",0.12,0.88,yves saint laurent|la nuit de l homme le parfum|men,"pepper, anise, bergamot fruity notes, lavender, french labdanum vanille, patchouli, vetyver","la-nuit-de-l-homme-le-parfum yves-saint-laurent pepper, anise, bergamot, fruity notes, lavender, french labdanum, vanille, patchouli, vetyver pepper, anise, bergamot fruity notes, lavender, french labdanum vanille, patchouli, vetyver"
la-nuit-de-l-homme-bleu-electrique,yves-saint-laurent,"warm spicy, aromatic","cardamom, ginger, bergamot, lavender, geranium, cedar, vetiver",https://www.fragrantica.com/perfume/yves-saint-laurent/la-nuit-de-l-homme-bleu-electrique-67997.html,0.5,0.5,0.0,0.0,0.0,men,"cardamom, ginger, bergamot","lavender, geranium","cedar, vetiver",0.0,1.0,yves saint laurent|la nuit de l homme bleu electrique|men,"cardamom, ginger, bergamot lavender, geranium cedar, vetiver","la-nuit-de-l-homme-bleu-electrique yves-saint-laurent cardamom, ginger, bergamot, lavender, geranium, cedar, vetiver cardamom, ginger, bergamot lavender, geranium cedar, vetiver"
la-nuit-de-l-homme,yves-saint-laurent,"aromatic, warm spicy","cardamom, lavender, virginia cedar, bergamot, vetiver, caraway",https://www.fragrantica.com/perfume/yves-saint-laurent/la-nuit-de-l-homme-5521.html,0.6667,0.3333,0.0,0.0,0.0,men,cardamom,"lavender, virginia cedar, bergamot","vetiver, caraway",0.0,1.0,yves saint laurent|la nuit de l homme|men,"cardamom lavender, virginia cedar, bergamot vetiver, caraway","la-nuit-de-l-homme yves-saint-laurent cardamom, lavender, virginia cedar, bergamot, vetiver, caraway cardamom lavender, virginia cedar, bergamot vetiver, caraway"
la-collection-m7-oud-absolu,yves-saint-laurent,"amber, oud","mandarin orange, patchouli, agarwood (oud), myrhh, french labdanum",https://www.fragrantica.com/perfume/yves-saint-laurent/la-collection-m7-oud-absolu-13735.html,0.3333,0.3333,0.3333,0.0,0.0,men,mandarin orange,patchouli,"agarwood (oud), myrhh, french labdanum",0.0,1.0,yves saint laurent|la collection m7 oud absolu|men,"mandarin orange patchouli agarwood (oud), myrhh, french labdanum","la-collection-m7-oud-absolu yves-saint-laurent mandarin orange, patchouli, agarwood (oud), myrhh, french labdanum mandarin orange patchouli agarwood (oud), myrhh, french labdanum"
l-homme-ultime,yves-saint-laurent,"warm spicy, aromatic","ginger, grapefruit, cardamom, bergamot, rose, sage, geranium, apple, cedar, vetiver, cashmere wood",https://www.fragrantica.com/perfume/yves-saint-laurent/l-homme-ultime-35659.html,0.4,0.4,0.0,0.2,0.0,men,"ginger, grapefruit, cardamom, bergamot","rose, sage, geranium, apple","cedar, vetiver, cashmere wood",0.2,0.8,yves saint laurent|l homme ultime|men,"ginger, grapefruit, cardamom, bergamot rose, sage, geranium, apple cedar, vetiver, cashmere wood","l-homme-ultime yves-saint-laurent ginger, grapefruit, cardamom, bergamot, rose, sage, geranium, apple, cedar, vetiver, cashmere wood ginger, grapefruit, cardamom, bergamot rose, sage, geranium, apple cedar, vetiver, cashmere wood"
l-homme-parfum-intense,yves-saint-laurent,"amber, citrus","lemon, black pepper, bergamot, orange blossom, artemisia, violet leaf, ambergris, woody notes, benzoin, leather, suede, cedar",https://www.fragrantica.com/perfume/yves-saint-laurent/l-homme-parfum-intense-18841.html,0.375,0.5,0.125,0.0,0.0,men,"lemon, black pepper, bergamot","orange blossom, artemisia, violet leaf","ambergris, woody notes, benzoin, leather, suede, cedar",0.0,1.0,yves saint laurent|l homme parfum intense|men,"lemon, black pepper, bergamot orange blossom, artemisia, violet leaf ambergris, woody notes, benzoin, leather, suede, cedar","l-homme-parfum-intense yves-saint-laurent lemon, black pepper, bergamot, orange blossom, artemisia, violet leaf, ambergris, woody notes, benzoin, leather, suede, cedar lemon, black pepper, bergamot orange blossom, artemisia, violet leaf ambergris, woody notes, benzoin, leather, suede, cedar"
l-homme-libre,yves-saint-laurent,"fresh spicy, soft spicy","violet leaf, basil, star anise, bergamot, pink pepper, nutmeg, vetiver, patchouli",https://www.fragrantica.com/perfume/yves-saint-laurent/l-homme-libre-12602.html,0.5,0.3333,0.1667,0.0,0.0,men,"violet leaf, basil, star anise, bergamot","pink pepper, nutmeg","vetiver, patchouli",0.0,1.0,yves saint laurent|l homme libre|men,"violet leaf, basil, star anise, bergamot pink pepper, nutmeg vetiver, patchouli","l-homme-libre yves-saint-laurent violet leaf, basil, star anise, bergamot, pink pepper, nutmeg, vetiver, patchouli violet leaf, basil, star anise, bergamot pink pepper, nutmeg vetiver, patchouli"
l-homme,yves-saint-laurent,"warm spicy, citrus","ginger, bergamot, lemon, spices, violet leaf, white pepper, basil, tonka bean, cedar, tahitian vetiver",https://www.fragrantica.com/perfume/yves-saint-laurent/l-homme-734.html,0.4286,0.5714,0.0,0.0,0.0,men,"ginger, bergamot, lemon","spices, violet leaf, white pepper, basil","tonka bean, cedar, tahitian vetiver",0.0,1.0,yves saint laurent|l homme|men,"ginger, bergamot, lemon spices, violet leaf, white pepper, basil tonka bean, cedar, tahitian vetiver","l-homme yves-saint-laurent ginger, bergamot, lemon, spices, violet leaf, white pepper, basil, tonka bean, cedar, tahitian vetiver ginger, bergamot, lemon spices, violet leaf, white pepper, basil tonka bean, cedar, tahitian vetiver"
kouros,yves-saint-laurent,"musky, animalic","aldehydes, coriander, clary sage, artemisia, bergamot, patchouli, carnation, geranium, vetiver, cinnamon, jasmine, orris root, lavender, civet, honey, leather, musk, oakmoss, amber, tonka bean, vanilla",https://www.fragrantica.com/perfume/yves-saint-laurent/kouros-735.html,0.25,0.1667,0.4167,0.1667,0.0,men,"aldehydes, coriander, clary sage, artemisia, bergamot","patchouli, carnation, geranium, vetiver, cinnamon, jasmine, orris root, lavender","civet, honey, leather, musk, oakmoss, amber, tonka bean, vanilla",0.22,0.78,yves saint laurent|kouros|men,"aldehydes, coriander, clary sage, artemisia, bergamot patchouli, carnation, geranium, vetiver, cinnamon, jasmine, orris root, lavender civet, honey, leather, musk, oakmoss, amber, tonka bean, vanilla","kouros yves-saint-laurent aldehydes, coriander, clary sage, artemisia, bergamot, patchouli, carnation, geranium, vetiver, cinnamon, jasmine, orris root, lavender, civet, honey, leather, musk, oakmoss, amber, tonka bean, vanilla aldehydes, coriander, clary sage, artemisia, bergamot patchouli, carnation, geranium, vetiver, cinnamon, jasmine, orris root, lavender civet, honey, leather, musk, oakmoss, amber, tonka bean, vanilla"
jazz,yves-saint-laurent,"aromatic, fresh spicy","lavender, nutmeg, coriander, artemisia, anise, bergamot, basil, cinnamon, cardamom, geranium, carnation, jasmine, iris, oakmoss, tobacco, leather, sandalwood, cedar, musk, amber, tonka bean",https://www.fragrantica.com/perfume/yves-saint-laurent/jazz-2539.html,0.2,0.3,0.3,0.2,0.0,men,"lavender, nutmeg, coriander, artemisia, anise, bergamot, basil, cinnamon, cardamom","geranium, carnation, jasmine, iris","oakmoss, tobacco, leather, sandalwood, cedar, musk, amber, tonka bean",0.1,0.9,yves saint laurent|jazz|men,"lavender, nutmeg, coriander, artemisia, anise, bergamot, basil, cinnamon, cardamom geranium, carnation, jasmine, iris oakmoss, tobacco, leather, sandalwood, cedar, musk, amber, tonka bean","jazz yves-saint-laurent lavender, nutmeg, coriander, artemisia, anise, bergamot, basil, cinnamon, cardamom, geranium, carnation, jasmine, iris, oakmoss, tobacco, leather, sandalwood, cedar, musk, amber, tonka bean lavender, nutmeg, coriander, artemisia, anise, bergamot, basil, cinnamon, cardamom geranium, carnation, jasmine, iris oakmoss, tobacco, leather, sandalwood, cedar, musk, amber, tonka bean"
